,n,Epochs_1,lr1,Epochs_2,lr2,emb_size,weight_decay,train_loss,val_loss,val_acc,pos_results,id_400,model
186,1.2,10.0,0.08,1.0,0.008,55.0,1e-06,0.2043580412864685,0.20619535446166992,0.9884978061910286,0.4206043024109496,1436.0,186.0
187,1.2,10.0,0.08,1.0,0.008,65.0,1e-06,0.20455123484134674,0.2072935551404953,0.9882169795841329,0.42054760117728807,1435.0,187.0
188,1.2,10.0,0.08,2.0,0.012,45.0,1e-06,0.19826188683509827,0.19683432579040527,0.9914074414907239,0.41697276046514675,1438.0,188.0
189,1.2,10.0,0.08,2.0,0.012,55.0,1e-06,0.19725124537944794,0.19824306666851044,0.9910809404201425,0.4170451118948045,1437.0,189.0
190,1.2,10.0,0.08,2.0,0.012,65.0,1e-06,0.19986207783222198,0.1993556022644043,0.9909108082912694,0.4176290854385988,1442.0,190.0
191,1.2,10.0,0.08,2.0,0.01,45.0,1e-06,0.19381751120090485,0.1947365701198578,0.9917304492382163,0.4169862802679707,1435.0,191.0
192,1.2,10.0,0.08,2.0,0.01,55.0,1e-06,0.19393177330493927,0.1956152468919754,0.9916173669977483,0.4173736840725251,1432.0,192.0
193,1.2,10.0,0.08,2.0,0.01,65.0,1e-06,0.19461555778980255,0.19712065160274506,0.9914659586571777,0.418020422276702,1437.0,193.0
194,1.2,10.0,0.08,2.0,0.008,45.0,1e-06,0.19072115421295166,0.19121679663658142,0.9923825736371166,0.4178690414541736,1436.0,194.0
195,1.2,10.0,0.08,2.0,0.008,55.0,1e-06,0.18967726826667786,0.19235068559646606,0.992171115243504,0.41749396934855854,1436.0,195.0
196,1.2,10.0,0.08,2.0,0.008,65.0,1e-06,0.19257310032844543,0.1936064213514328,0.9920906080781625,0.41857965048441864,1434.0,196.0
197,1.2,10.0,0.08,3.0,0.012,45.0,1e-06,0.17368340492248535,0.21178412437438965,0.9877687541525844,0.4131315796373743,1429.0,197.0
198,1.2,10.0,0.08,3.0,0.012,55.0,1e-06,0.17398598790168762,0.2126869410276413,0.9875929808287738,0.41417981501632206,1439.0,198.0
199,1.2,10.0,0.08,3.0,0.012,65.0,1e-06,0.1731625199317932,0.2146414965391159,0.9869585655542227,0.4144257115513195,1437.0,199.0
200,1.2,10.0,0.08,3.0,0.01,45.0,1e-06,0.17556822299957275,0.20780308544635773,0.9890138629331159,0.4140827182505867,1434.0,200.0
201,1.2,10.0,0.08,3.0,0.01,55.0,1e-06,0.1749214380979538,0.21052958071231842,0.9881459525239844,0.4152892582298727,1436.0,201.0
202,1.2,10.0,0.08,3.0,0.01,65.0,1e-06,0.17635297775268555,0.21049226820468903,0.9882318956508952,0.41559812427075005,1439.0,202.0
203,1.2,10.0,0.08,3.0,0.008,45.0,1e-06,0.17689982056617737,0.20384328067302704,0.9899493294446906,0.4162123330099506,1434.0,203.0
204,1.2,10.0,0.08,3.0,0.008,55.0,1e-06,0.17524512112140656,0.20568296313285828,0.9895427643234966,0.4160051113048494,1440.0,204.0
205,1.2,10.0,0.08,3.0,0.008,65.0,1e-06,0.17533992230892181,0.20672066509723663,0.9894038973979413,0.4170023401549615,1434.0,205.0
206,1.2,12.0,0.12,1.0,0.012,45.0,1e-06,0.21006053686141968,0.21147775650024414,0.9864831559110193,0.42972590853074977,1445.0,206.0
207,1.2,12.0,0.12,1.0,0.012,55.0,1e-06,0.20841145515441895,0.21241557598114014,0.9863831336166482,0.4299477971734599,1445.0,207.0
208,1.2,12.0,0.12,1.0,0.012,65.0,1e-06,0.21230682730674744,0.2141065001487732,0.985750686469303,0.4306405436763376,1444.0,208.0
209,1.2,12.0,0.12,1.0,0.01,45.0,1e-06,0.20242434740066528,0.2053578495979309,0.9877235502816923,0.4287875522765709,1445.0,209.0
210,1.2,12.0,0.12,1.0,0.01,55.0,1e-06,0.20604471862316132,0.2058626413345337,0.9877405439196995,0.43070814269045715,1444.0,210.0
211,1.2,12.0,0.12,1.0,0.01,65.0,1e-06,0.20736193656921387,0.20752157270908356,0.987312779937916,0.4307863527013385,1445.0,211.0
212,1.2,12.0,0.12,1.0,0.008,45.0,1e-06,0.19867856800556183,0.19906137883663177,0.9890036717650001,0.4290108338686629,1444.0,212.0
213,1.2,12.0,0.12,1.0,0.008,55.0,1e-06,0.19696222245693207,0.1998019963502884,0.9887216335139393,0.4297285715222151,1444.0,213.0
214,1.2,12.0,0.12,1.0,0.008,65.0,1e-06,0.19928492605686188,0.2011827826499939,0.9884395390042817,0.42965871920762483,1444.0,214.0
215,1.2,12.0,0.12,2.0,0.012,45.0,1e-06,0.19530996680259705,0.19562703371047974,0.9914297721206666,0.4252071397669022,1445.0,215.0
216,1.2,12.0,0.12,2.0,0.012,55.0,1e-06,0.19690169394016266,0.19871807098388672,0.9905809542848347,0.42663069306606183,1445.0,216.0
217,1.2,12.0,0.12,2.0,0.012,65.0,1e-06,0.19904825091362,0.19920778274536133,0.9907241822911839,0.4272658779841892,1445.0,217.0
218,1.2,12.0,0.12,2.0,0.01,45.0,1e-06,0.19293144345283508,0.19392487406730652,0.9915571958710316,0.4257704648845655,1440.0,218.0
219,1.2,12.0,0.12,2.0,0.01,55.0,1e-06,0.19180963933467865,0.19440089166164398,0.9914022685480764,0.4274318028370282,1445.0,219.0
220,1.2,12.0,0.12,2.0,0.01,65.0,1e-06,0.19433405995368958,0.19469481706619263,0.9913907674865585,0.42723605247977764,1445.0,220.0
221,1.2,12.0,0.12,2.0,0.008,45.0,1e-06,0.18909724056720734,0.1901313066482544,0.9919416298063416,0.4259517121806049,1444.0,221.0
222,1.2,12.0,0.12,2.0,0.008,55.0,1e-06,0.18966835737228394,0.19091174006462097,0.9917279185086885,0.4273809601845904,1444.0,222.0
223,1.2,12.0,0.12,2.0,0.008,65.0,1e-06,0.1904183328151703,0.19158469140529633,0.9916285325906316,0.42865600049818425,1444.0,223.0
224,1.2,12.0,0.12,3.0,0.012,45.0,1e-06,0.17714959383010864,0.21244706213474274,0.987499709255856,0.42188757751353617,1445.0,224.0
225,1.2,12.0,0.12,3.0,0.012,55.0,1e-06,0.17833440005779266,0.21375231444835663,0.9871011879557348,0.423582387220263,1445.0,225.0
226,1.2,12.0,0.12,3.0,0.012,65.0,1e-06,0.17888742685317993,0.2149442583322525,0.9867299226935204,0.42389965192653095,1445.0,226.0
227,1.2,12.0,0.12,3.0,0.01,45.0,1e-06,0.17875449359416962,0.2072530835866928,0.988797985595316,0.42342420552722315,1444.0,227.0
228,1.2,12.0,0.12,3.0,0.01,55.0,1e-06,0.17738337814807892,0.20928855240345,0.9884126388296957,0.4241773814518138,1445.0,228.0
229,1.2,12.0,0.12,3.0,0.01,65.0,1e-06,0.17828857898712158,0.21156682074069977,0.9877103606978146,0.42524020183017164,1445.0,229.0
230,1.2,12.0,0.12,3.0,0.008,45.0,1e-06,0.17695540189743042,0.2032446712255478,0.9895580199992837,0.4245894076851476,1445.0,230.0
231,1.2,12.0,0.12,3.0,0.008,55.0,1e-06,0.17855851352214813,0.20490778982639313,0.9894668366050619,0.42520074858738544,1445.0,231.0
232,1.2,12.0,0.12,3.0,0.008,65.0,1e-06,0.179096981883049,0.20639237761497498,0.9889853774140258,0.4263218270251845,1445.0,232.0
233,1.2,12.0,0.1,1.0,0.012,45.0,1e-06,0.2106030285358429,0.21017254889011383,0.9874190980146468,0.4234082685475307,1441.0,233.0
234,1.2,12.0,0.1,1.0,0.012,55.0,1e-06,0.21064625680446625,0.21207962930202484,0.9870145663420733,0.4243643644217785,1439.0,234.0
235,1.2,12.0,0.1,1.0,0.012,65.0,1e-06,0.21388180553913116,0.21468394994735718,0.9862387293242844,0.42522467454147383,1445.0,235.0
236,1.2,12.0,0.1,1.0,0.01,45.0,1e-06,0.20225824415683746,0.20525911450386047,0.9883205501609374,0.4236320417688163,1442.0,236.0
237,1.2,12.0,0.1,1.0,0.01,55.0,1e-06,0.20440275967121124,0.20660175383090973,0.9880660645547633,0.42474644224340236,1439.0,237.0
238,1.2,12.0,0.1,1.0,0.01,65.0,1e-06,0.20467709004878998,0.2081570029258728,0.9879249071707322,0.4250643214861623,1443.0,238.0
239,1.2,12.0,0.1,1.0,0.008,45.0,1e-06,0.19743914902210236,0.1986839920282364,0.989560101102049,0.4238052591213603,1440.0,239.0
240,1.2,12.0,0.1,1.0,0.008,55.0,1e-06,0.19810724258422852,0.19942286610603333,0.9895908951091611,0.42450099636849903,1442.0,240.0
241,1.2,12.0,0.1,1.0,0.008,65.0,1e-06,0.19976438581943512,0.2013704776763916,0.9890181876141542,0.4251534702466012,1436.0,241.0
242,1.2,12.0,0.1,2.0,0.012,45.0,1e-06,0.19441728293895721,0.19538772106170654,0.9915521235885514,0.4211165390615782,1443.0,242.0
243,1.2,12.0,0.1,2.0,0.012,55.0,1e-06,0.1961393654346466,0.19671185314655304,0.9912789837859892,0.4212766053331935,1443.0,243.0
244,1.2,12.0,0.1,2.0,0.012,65.0,1e-06,0.1969364583492279,0.19781213998794556,0.9911213231242879,0.42174230108682825,1444.0,244.0
245,1.2,12.0,0.1,2.0,0.01,45.0,1e-06,0.19091928005218506,0.19226400554180145,0.9921079854375137,0.421128379131324,1441.0,245.0
246,1.2,12.0,0.1,2.0,0.01,55.0,1e-06,0.19146955013275146,0.19390803575515747,0.9918682148719948,0.4222207791994966,1442.0,246.0
247,1.2,12.0,0.1,2.0,0.01,65.0,1e-06,0.19363191723823547,0.1943630427122116,0.9918769014165915,0.4223754375499823,1444.0,247.0
248,1.2,12.0,0.1,2.0,0.008,45.0,1e-06,0.18785633146762848,0.18985167145729065,0.9923016474029688,0.4218571784417321,1442.0,248.0
249,1.2,12.0,0.1,2.0,0.008,55.0,1e-06,0.18854208290576935,0.18964117765426636,0.9924749416885599,0.42250022942695703,1444.0,249.0
250,1.2,12.0,0.1,2.0,0.008,65.0,1e-06,0.18911947309970856,0.190708726644516,0.9922521665137072,0.4220236768619636,1445.0,250.0
251,1.2,12.0,0.1,3.0,0.012,45.0,1e-06,0.17587095499038696,0.21076607704162598,0.9879683219554886,0.41834010415983847,1445.0,251.0
252,1.2,12.0,0.1,3.0,0.012,55.0,1e-06,0.17526641488075256,0.2126968652009964,0.9876382914811379,0.4186088204832387,1443.0,252.0
253,1.2,12.0,0.1,3.0,0.012,65.0,1e-06,0.17466959357261658,0.21373791992664337,0.9873078009118053,0.41938239901936364,1445.0,253.0
254,1.2,12.0,0.1,3.0,0.01,45.0,1e-06,0.17433233559131622,0.20682203769683838,0.9890629374408679,0.41925170759206576,1445.0,254.0
255,1.2,12.0,0.1,3.0,0.01,55.0,1e-06,0.1760660707950592,0.20894204080104828,0.9886076379430933,0.4203497613959647,1445.0,255.0
256,1.2,12.0,0.1,3.0,0.01,65.0,1e-06,0.17626480758190155,0.2094254344701767,0.9884859748419614,0.4203431653709506,1444.0,256.0
257,1.2,12.0,0.1,3.0,0.008,45.0,1e-06,0.1762029528617859,0.20142273604869843,0.990300824023879,0.41978340456494095,1440.0,257.0
258,1.2,12.0,0.1,3.0,0.008,55.0,1e-06,0.17624424397945404,0.2037622481584549,0.9899563574126243,0.42079755365313265,1444.0,258.0
259,1.2,12.0,0.1,3.0,0.008,65.0,1e-06,0.17723998427391052,0.20454753935337067,0.9897040799967829,0.4214123359597257,1445.0,259.0
260,1.2,12.0,0.08,1.0,0.012,45.0,1e-06,0.20896920561790466,0.21081897616386414,0.987784532813429,0.41615628728188053,1438.0,260.0
261,1.2,12.0,0.08,1.0,0.012,55.0,1e-06,0.21283183991909027,0.21406744420528412,0.9869933436287769,0.4171720341649514,1430.0,261.0
262,1.2,12.0,0.08,1.0,0.012,65.0,1e-06,0.212874174118042,0.21527168154716492,0.9868008869713016,0.41786236349096056,1436.0,262.0
263,1.2,12.0,0.08,1.0,0.01,45.0,1e-06,0.20304809510707855,0.205144003033638,0.9889458217338607,0.4166711869239745,1436.0,263.0
264,1.2,12.0,0.08,1.0,0.01,55.0,1e-06,0.20507560670375824,0.2071007341146469,0.9885299429400536,0.4173230872346841,1433.0,264.0
265,1.2,12.0,0.08,1.0,0.01,65.0,1e-06,0.20607499778270721,0.20779486000537872,0.9885659726782742,0.41788788723992815,1429.0,265.0
266,1.2,12.0,0.08,1.0,0.008,45.0,1e-06,0.1956760138273239,0.19769415259361267,0.9904548980926986,0.41694969486214717,1435.0,266.0
267,1.2,12.0,0.08,1.0,0.008,55.0,1e-06,0.19829754531383514,0.20026899874210358,0.9898131229929054,0.41774318438061275,1433.0,267.0
268,1.2,12.0,0.08,1.0,0.008,65.0,1e-06,0.20202092826366425,0.2022801786661148,0.9895281046796998,0.4179252100895421,1436.0,268.0
269,1.2,12.0,0.08,2.0,0.012,45.0,1e-06,0.19122755527496338,0.19379234313964844,0.9922149573293527,0.4139187189454226,1440.0,269.0
270,1.2,12.0,0.08,2.0,0.012,55.0,1e-06,0.19337579607963562,0.19486290216445923,0.9920130478133176,0.41519560286849244,1443.0,270.0
271,1.2,12.0,0.08,2.0,0.012,65.0,1e-06,0.19525548815727234,0.19663383066654205,0.9916170367526437,0.4158829004811411,1440.0,271.0
272,1.2,12.0,0.08,2.0,0.01,45.0,1e-06,0.190360888838768,0.19074054062366486,0.9928065123832311,0.4148013981934266,1435.0,272.0
273,1.2,12.0,0.08,2.0,0.01,55.0,1e-06,0.18988032639026642,0.19197118282318115,0.9925034670639956,0.415003457791995,1441.0,273.0
274,1.2,12.0,0.08,2.0,0.01,65.0,1e-06,0.19085317850112915,0.1934063881635666,0.9921971731320622,0.4162479351573869,1438.0,274.0
275,1.2,12.0,0.08,2.0,0.008,45.0,1e-06,0.18613660335540771,0.18701767921447754,0.9932162921231006,0.41542269458683484,1432.0,275.0
276,1.2,12.0,0.08,2.0,0.008,55.0,1e-06,0.18781554698944092,0.1880653351545334,0.9931205826904148,0.41503979738322166,1441.0,276.0
277,1.2,12.0,0.08,2.0,0.008,65.0,1e-06,0.1880040317773819,0.18880502879619598,0.9929195791421245,0.4160918019193204,1437.0,277.0
278,1.2,12.0,0.08,3.0,0.012,45.0,1e-06,0.17273184657096863,0.20959989726543427,0.9883453120051067,0.4127306150608965,1438.0,278.0
279,1.2,12.0,0.08,3.0,0.012,55.0,1e-06,0.17271050810813904,0.21064932644367218,0.9881352965014859,0.41314739370976833,1443.0,279.0
280,1.2,12.0,0.08,3.0,0.012,65.0,1e-06,0.17322611808776855,0.21214473247528076,0.987686067766324,0.4138367807464898,1439.0,280.0
281,1.2,12.0,0.08,3.0,0.01,45.0,1e-06,0.17348892986774445,0.20534104108810425,0.9896604001936831,0.41314849987545393,1439.0,281.0
282,1.2,12.0,0.08,3.0,0.01,55.0,1e-06,0.1729590743780136,0.20708021521568298,0.9891143683952148,0.4140134804724884,1438.0,282.0
283,1.2,12.0,0.08,3.0,0.01,65.0,1e-06,0.17318294942378998,0.20809194445610046,0.9888923432729412,0.41391757181063754,1440.0,283.0
284,1.2,12.0,0.08,3.0,0.008,45.0,1e-06,0.17333056032657623,0.20057794451713562,0.9908870934060543,0.4139997558241672,1436.0,284.0
285,1.2,12.0,0.08,3.0,0.008,55.0,1e-06,0.17405498027801514,0.20264215767383575,0.9904234841074135,0.41445647934501884,1441.0,285.0
286,1.2,12.0,0.08,3.0,0.008,65.0,1e-06,0.17331142723560333,0.20398876070976257,0.9899786006001308,0.4151973645397695,1444.0,286.0
